cas,inchi,inchikey,smiles,formula,definition,checked,alw_cname,che_cname,che_id,chl_id,chs_id,drb_id,eea_cname,ein_id,etx_cname,etx_id,ipc_name,puc_cid,wid_cname,wid_id,zvg_id,uii_id
5543-58-8,"","","","","",,"",(R)-warfarin,CHEBI:87737,"",10533326,,"","","",,"",54684598,"","",,""
55448-20-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
555-10-2,"","","","","",,"",beta-phellandrene,CHEBI:48741,"",10669,,"","","",,"",11142,β-phellandrene,Q19606727,,""
555-15-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
555-16-8,"","","","","",,"",4-nitrobenzaldehyde,CHEBI:66926,"",526,,"","","",,"",541,4-Nitrobenzaldehyde,Q2816679,,""
555-21-5,"","","","","",,"","","","",61672,,"","","",,"",68386,"","",,""
555-30-6,"","","","","",,"",alpha-methyl-L-dopa,CHEBI:61058,"",35562,,"","","",,"",38853,methyldopa,Q412621,,""
555-35-1,"","","","","",,"","","","",10671,,"","","",,"",11144,"","",,""
555-37-3,"","","","","",,neburon,Neburon,CHEBI:7491,"",10672,,"","","",,"",11145,"","",,""
555-57-7,"","","","","",,"",Pargyline,CHEBI:7930,"",4526,,"","","",,"",4688,"","",,""
555-60-2,"","","","","",,"",CCCP,CHEBI:3259,"",,,"","","",,"",,"","",,""
555-84-0,"","","","","",,"",Nifuradene,CHEBI:82352,"",7842767,,"","","",,"",,"","",,""
555-89-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
555-92-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55511-98-3,"","","","","",,buthidazole,Buthidazole,CHEBI:82234,"",,,"","","",,"",,"","",,""
55520-40-6,"","","","","",,"",tyrosine,CHEBI:18186,"",1121,,"","","",,"",6057,Tyrosine,Q7861683,,""
55525-14-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55528-07-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5554-28-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55541-30-5,"","","","","",,"",dexamethasone dipropionate,CHEBI:135805,"",,,"","","",,"",,"","",,""
55543-68-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55566-30-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5558-45-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55589-62-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
556-03-6,"","","","","",,"",tyrosine,CHEBI:18186,"",1121,,"","","",,"",1153,DL-tyrosine,Q27102882,,""
556-08-1,"","","","","",,"",4-acetamidobenzoic acid,CHEBI:46171,"",18177,,"","","",,"",19266,acedoben,Q2823222,,""
556-10-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
556-22-9,"","","","","",,glyodin,Glyodin,CHEBI:82081,"",10686,,"","","",,"",11159,glyodin,Q27155733,,""
556-24-1,"","","","","",,"",Methyl 3-methylbutanoate,CHEBI:89832,"",,,"","","",,"",,"","",,""
556-48-9,"","","","","",,"","","","",10689,,"","","",,"",11162,"1,4-cyclohexanediol",Q16912255,,""
556-50-3,"","","","","",,"",glycylglycine,CHEBI:17201,"",10690,,"","","",,"",11163,diglycine,Q665455,,""
556-52-5,"","","","","",,"",glycidol,CHEBI:30966,"",10691,,"","","",,"",11164,glycidol,Q418265,,""
556-56-9,"","","","","",,"","","","",21171407,,"","","",,"",11166,"","",,""
556-61-6,"","","","","",,methyl isothiocyanate,methyl isothiocyanate,CHEBI:78337,"",10694,,"","","",,"",11167,methyl isothiocyanate,Q908840,,""
556-64-9,"","","","","",,"",methyl thiocyanate,CHEBI:61112,"",10695,,"","","",,"",11168,"","",,""
556-67-2,"","","","","",,"",octamethylcyclotetrasiloxane,CHEBI:25640,"",,,"","","",,"",,"","",,""
556-88-7,"","","","","",,"",nitroguanidine,CHEBI:39179,"",10701,,"","","",,"",86287517,"","",,""
556-89-8,"","","","","",,"","","","",56160,,"","","",,"",62372,"","",,""
5560-72-5,"","","","","",,"",iprindole,CHEBI:135177,"",20417,,"","","",,"",,"","",,""
55600-34-5,"","","","","",,"","","","",15473,,"","","",,"",16307,"","",,""
55611-45-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55621-21-1,"","","","","",,"","","","",2041061,,"","","",,"",2760318,"","",,""
55634-91-8,"","","","","",,alloxydim,alloxydim,CHEBI:81949,"",,,"","","",,"",,"","",,""
55635-13-7,"","","","","",,alloxydim-sodium,"","","",,,"","","",,"",,"","",,""
5566-34-7,"","","","","",,"","","","",20427,,"","","",,"",21732,"2,2,4,5,6,7,8,8-Octachloro-2,3,3a,4,7,7a-hexahydro-4,7-methano-1H-indene",Q81977850,,""
55667-38-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5567-15-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55684-94-1,"","","","","",,"","","","",37886,,"","","",,"",,"","",,""
557-00-6,"","","","","",,"",Propyl 3-methylbutanoate,CHEBI:89725,"",,,"","","",,"",11176,"","",,""
557-08-4,"","","","","",,"",Zinc undecylenate,CHEBI:32313,"",10706,,"","","",,"",11179,"","",,""
557-11-9,"","","","","",,"","","","",10708,,"","","",,"",11181,"","",,""
557-19-7,"","","","","",,"","","","",10711,,"","","",,"",11184,"","",,""
557-21-1,"","","","","",,"","","","",10713,,"","","",,"",11186,"","",,""
557-24-4,"","","","","",,"",maleamic acid,CHEBI:29045,"",,,"","","",,"",,"","",,""
557-31-3,"","","","","",,"","","","",13876164,,"","","",,"",11191,"","",,""
557-34-6,"","","","","",,"",zinc acetate,CHEBI:62984,"",10719,,"","","",,"",11192,"","",,""
557-61-9,"","","","","",,"",octacosan-1-ol,CHEBI:28243,"",61689,,"","","",,"",68406,1-octacosanol,Q3631024,,""
557-91-5,"","","","","",,"","","","",10728,,"","","",,"",11201,"1,1-dibromoethane",Q2352935,,""
55700-98-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55700-99-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55701-05-8,"","","","","",,"","3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropanecarboxylic acid",CHEBI:39308,"",82761,,"","","",,"",91658,"","",,""
55702-46-0,"","","","","",,"","2,3,4-trichlorobiphenyl",CHEBI:34222,"",37905,,"","","",,"",41541,"","",,""
55704-51-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55720-26-8,"","","","","",,aviglycine hydrochloride,"","","",,,"","","",,"",,"","",,""
55721-31-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55722-26-4,"","","","","",,"","","","",36990,,"","","",,"",,"","",,""
55723-99-4,"","","","","",,"","","","",37922,,"","","",,"",41560,(3-Chloro-1-propynyl)cyclohexane,Q83077706,,""
5574-97-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5575-21-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55750-06-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55777-75-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55779-18-5,"","","","","",,"","","","",37936,,"","","",,"",41574,"","",,""
5579-63-5,"","","","","",,"","","","",4896203,,"","","",,"",,"","",,""
5579-85-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5579-89-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55792-61-5,"","","","","",,"","","","",3092102,,"","","",,"",3867274,"","",,""
55797-28-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55799-34-3,"","","","","",,"","","","",55600,,"","","",,"",61697,"","",,""
558-13-4,"","","","","",,"",tetrabromomethane,CHEBI:47875,"",10732,,"","","",,"",11205,tetrabromomethane,Q423556,,""
558-17-8,"","","","","",,"","","","",10733,,"","","",,"",11206,tert-butyl iodide,Q25385497,,""
5580-83-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5580-84-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55802-97-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5581-75-9,"","","","","",,"","","","",71995,,"","","",,"",79695,"","",,""
55814-41-0,"","","","","",,mepronil,mepronil,CHEBI:81823,"",37994,,"","","",,"",41632,"","",,""
55818-86-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5582-82-1,"","","","","",,"","","","",11218,,"","","",,"",11710,"","",,""
55830-67-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55837-20-2,"","","","","",,"","","","",401856,,"","","",,"",456390,"","",,""
55840-82-9,"","","","","",,"","","","",105827,,"","","",,"",118408,Basic Blue 3,Q72444817,,""
55840-93-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
558482-64-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55852-84-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55864-04-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55868-72-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55871-02-8,"","","","","",,dicamba-isopropylammonium,"","","",,,"","","",,"",,"","",,""
559-05-7,"","","","","",,"","","","",2282471,,"","","",,"",3013905,"","",,""
559-74-0,"","","","","",,"",friedelin,CHEBI:5171,"",82597,,"","","",,"",,"","",,""
5591-45-7,"","","","","",,"",Thiothixene,CHEBI:9571,"",5255,,"","","",,"",941651,Navan,Q217845,,""
55934-03-7,"","","","","",,"","","","",57457096,,"","","",,"",,"","",,""
55936-40-8,"","","","","",,"","","","",20152596,,"","","",,"",41664,"","",,""
55939-31-6,"","","","","",,"","","","",,,"","","",,"",,Robert Opron,Q1349129,,""
55945-00-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55948-03-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55949-38-7,"","","","","",,"",pyrimidin-2-ol,CHEBI:53577,"",16799,,"","","",,"",68401,"","",,""
55950-07-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55956-47-3,"","","","","",,"","","","",,,"","","",,"",101683249,"","",,""
55957-10-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55963-06-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55965-84-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5598-15-2,"","","","","",,"","","","",20494,,"","","",,"",21804,"","",,""
5598-52-7,"","","","","",,fospirate,"","","",,,"","","",,"",,"","",,""
5598-53-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
55982-46-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56-04-2,"","","","","",,"",Methylthiouracil,CHEBI:82346,"",580871,,"","","",,"",667493,"","",,""
56-06-4,"","","","","",,"","","","",2840,,"","","",,"",135408763,"","",,""
56-10-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56-12-2,"","","","","",,"",gamma-aminobutyric acid,CHEBI:16865,"",116,,"","","",,"",119,γ-aminobutyric acid,Q210021,,""
56-14-4,"","","","","",,"",succinate(2-),CHEBI:30031,"",140973,,"","","",,"",160419,succinate dianion,Q27104100,,""
56-17-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56-24-6,"","","","","",,"","","","",21241881,,"","","",,"",6328620,trimethyltin hydroxide,Q27251132,,""
56-25-7,"","","","","",,"",cantharidin,CHEBI:64213,"",5731,,"","","",,"",,"","",,""
56-29-1,"","","","","",,"",hexobarbital,CHEBI:5706,"",3482,,"","","",,"",3608,hexobarbital,Q421183,,""
56-34-8,"","","","","",,"",tetraethylammonium chloride,CHEBI:78161,"",5733,,"","","",,"",5946,tetraethylammonium chloride,Q7706336,,""
56-35-9,"","","","","",,tributyltin oxide,Tributyltin oxide,CHEBI:81543,"",10218152,,"","","",,"",,"","",,""
56-36-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56-37-1,"","","","","",,"","","","",59521,,"","","",,"",66133,"","",,""
56-40-6,"","","","","",,"",glycine,CHEBI:15428,"",730,,"","","",,"",750,Glycine,Q311395,,""
56-41-7,"","","","","",,"",L-alanine,CHEBI:16977,"",5735,,"","","",,"",5950,L-Alanine,Q218642,,""
56-45-1,"","","","","",,"",L-serine,CHEBI:17115,"",5736,,"","","",,"",5951,L-serine,Q183290,,""
56-49-5,"","","","","",,"",3-methylcholanthrene,CHEBI:34342,"",1611,,"","","",,"",1674,"","",,""
56-53-1,"","","","","",,"",diethylstilbestrol,CHEBI:41922,"",395306,,"","","",,"",8542,"","",,""
56-54-2,"","","","","",,"",quinidine,CHEBI:28593,"",389880,,"","","",,"",441074,"","",,""
56-57-5,"","","","","",,"",4-nitroquinoline N-oxide,CHEBI:16907,"",5740,,"","","",,"",5955,4-Nitroquinoline 1-oxide,Q67834784,,""
56-65-5,"","","","","",,"",ATP,CHEBI:15422,"",,,"","","",,"",,"","",,""
56-69-9,"","","","","",,"",5-hydroxytryptophan,CHEBI:28171,"",141,,"","","",,"",144,5-hydroxytryptophan,Q74662440,,""
56-75-7,"","","","","",,chloramphenicol,chloramphenicol,CHEBI:17698,"",292,,"","","",,"",5959,"","",,""
56-81-5,"","","","","",,"",glycerol,CHEBI:17754,"",733,,"","","",,"",753,glycerol,Q132501,,""
56-84-8,"","","","","",,"",L-aspartic acid,CHEBI:17053,"",5745,,"","","",,"",5960,L-aspartic acid,Q178450,,""
56-85-9,"","","","","",,"",L-glutamine,CHEBI:18050,"",5746,,"","","",,"",5961,L-Glutamine,Q181619,,""
56-86-0,"","","","","",,"",L-glutamic acid,CHEBI:16015,"",30572,,"","","",,"",33032,L-glutamic acid,Q26995161,,""
56-87-1,"","","","","",,"",L-lysine,CHEBI:18019,"",5747,,"","","",,"",5962,L-lysine,Q20816880,,""
56-89-3,"","","","","",,"",L-cystine,CHEBI:16283,"",60997,,"","","",,"",67678,L-Cystine,Q408626,,""
56-93-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56-95-1,"","","","","",,"",Chlorhexidine acetate,CHEBI:81711,"",,,"","","",,"",,"","",,""
56-97-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5600-21-5,"","","","","",,"",2-amino-4-chloro-6-methylpyrimidine,CHEBI:58960,"",20500,,"","","",,"",21810,2-amino-4-chloro-6-methylpyrimidine,Q27126362,,""
56030-56-9,"","","","","",,"","","","",56765,,"","","",,"",63080,"","",,""
56038-13-2,"","","","","",,"",sucralose,CHEBI:32159,"",64561,,"","","",,"",71485,"","",,""
56055-56-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56070-14-5,"","","","","",,"","","","",15583142,,"","","",,"",,"","",,""
56070-15-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56070-16-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56073-07-5,"","","","","",,difenacoum,Difenacoum,CHEBI:80743,"",,,"","","",,"",,"","",,""
56073-10-0,"","","","","",,brodifacoum,Brodifacoum,CHEBI:81892,"",,,"","","",,"",,"","",,""
56092-81-0,"","","","","",,"",ionomycin,CHEBI:63954,"",,,"","","",,"",,"","",,""
56093-45-9,"","","","","",,"","","","",22444,,"","","",,"",24011,Selenium sulfide,Q4464948,,""
561-27-3,"","","","","",,"",heroin,CHEBI:27808,"",,,"","","",,"",,"","",,""
561-56-8,"","","","","",,"",gibberellin A5,CHEBI:29598,"",,,"","","",,"",,"","",,""
561-68-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5610-64-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
561056-61-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
561056-62-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
561056-74-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
561057-05-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
561063-50-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56108-12-4,"","","","","",,"","","","",83079,,"","","",,"",92014,"","",,""
5613-46-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56141-00-5,"","","","","",,cambendichlor,"","","",,,"","","",,"",,"","",,""
56165-57-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56180-94-0,"","","","","",,"",acarbose,CHEBI:2376,"",,,"","","",,"",,"","",,""
562-28-7,"","","","","",,"",ent-kaurene,CHEBI:15415,"",454172,,"","","",,"",520687,"","",,""
562-74-3,"","","","","",,"",4-terpineol,CHEBI:78884,"",10756,,"","","",,"",11230,(+/-)-4-terpineol,Q416114,,""
56207-39-7,"","","","","",,"","","","",38122,,"","","",,"",41780,"","",,""
56217-82-4,"","","","","",,"","","","",227629,,"","","",,"",259325,Leu-Phe,Q27141902,,""
56221-89-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5625-99-0,"","","","","",,"","","","",72026,,"","","",,"",79727,"","",,""
56257-91-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56277-03-3,"","","","","",,"","","","",14071464,,"","","",,"",19047235,"","",,""
5629-08-3,"","","","","",,"","","","",39324,,"","","",,"",43154,"","",,""
56296-78-7,"","","","","",,"",fluoxetine hydrochloride,CHEBI:5119,"",,,"","","",,"",,"","",,""
563-04-2,"","","","","",,"","","","",10758,,"","","",,"",,"","",,""
563-12-2,"","","","","",,ethion,ethion,CHEBI:38663,"",3171,,"","","",,"",3286,"","",,""
563-25-7,"","","","","",,"","","","",10761,,"","","",,"",11235,"","",,""
563-41-7,"","","","","",,"",Semicarbazide hydrochloride,CHEBI:82532,"",10762,,"","","",,"",11236,"","",,""
563-47-3,"","","","","",,"",3-Chloro-2-methylpropene,CHEBI:82419,"",21106501,,"","","",,"",11241,methallyl chloride,Q15632849,,""
563-54-2,"","","","","",,"","","","",10769,,"","","",,"",11243,"1,2-Dichloro-1-propene",Q81976941,,""
563-63-3,"","","","","",,"","","","",10772,,"","","",,"",,"","",,""
563-68-8,"","","","","",,"",thallium(I) acetate,CHEBI:75192,"",10773,,"","","",,"",11247,thallium(I) acetate,Q4073294,,""
563-70-2,"","","","","",,"","","","",61706,,"","","",,"",68423,bromonitromethane,Q27277165,,""
563-71-3,"","","","","",,"",ferrous carbonate,CHEBI:86235,"",,,"","","",,"",,"","",,""
563-74-2,"","","","","",,"","","","",8012,,"","","",,"",10430,isovaleric acid,Q415536,,""
563-80-4,"","","","","",,"","","","",10777,,"","","",,"",11251,methyl isopropyl ketone,Q2747560,,""
563-83-7,"","","","","",,"","","","",61707,,"","","",,"",68424,"","",,""
5634-39-9,"","","","","",,"",iodinated glycerol,CHEBI:135062,"",20538,,"","","",,"",21852,"2-(1-iodoethyl)-1,3-dioxolane-4-methanol",Q15633261,,""
56348-39-1,"","","","","",,"","","","",259847,,"","","",,"",294547,"","",,""
56348-40-4,"","","","","",,"","","","",259943,,"","","",,"",294646,"2,9-dithiadecane",Q27294822,,""
56348-72-2,"","","","","",,"","","","",38189,,"","","",,"",,"","",,""
56375-33-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56391-56-1,"","","","","",,"",netilmycin,CHEBI:7528,"",,,"","","",,"",,"","",,""
56391-57-2,"","","","","",,"",netilmicin sulfate,CHEBI:7529,"",,,"","","",,"",,"","",,""
56392-17-7,"","","","","",,"",Metoprolol tartrate,CHEBI:6906,"",,,"","","",,"",,"","",,""
56396-36-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56396-37-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56396-38-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56396-39-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56396-40-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56396-41-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56396-42-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
564-25-0,"","","","","",,"",doxycycline,CHEBI:50845,"",10444405,,"","","",,"",54671203,"","",,""
564-35-2,"","","","","",,"",11-oxotestosterone,CHEBI:34133,"",4445528,,"","","",,"",5282365,"","",,""
56413-74-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56423-04-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56425-91-3,"","","","","",,flurprimidol,Flurprimidol,CHEBI:81765,"",66319,,"","","",,"",73668,"","",,""
56428-00-3,"","","","","",,"","","","",38203,,"","","",,"",41869,bis(p-chlorobenzyl) ether,Q27283646,,""
5651-01-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56525-09-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5655-61-8,"","","","","",,"","(1S,2R,4S)-(-)-Bornyl acetate",CHEBI:157,"",,,"","","",,"",,"","",,""
56558-16-8,"","","","","",,"","","","",82765,,"","","",,"",91662,"","",,""
56558-17-9,"","","","","",,"","","","",56768,,"","","",,"",63083,"","",,""
56558-18-0,"","","","","",,"","","","",56777,,"","","",,"",63092,"","",,""
5657-21-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56578-33-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
566-26-7,"","","","","",,"",7alpha-hydroxycholesterol,CHEBI:17500,"",,,"","","",,"",,"","",,""
566-27-8,"","","","","",,"",7beta-hydroxycholesterol,CHEBI:42989,"",71354367,,"","","",,"",473141,(7β)-hydroxycholesterol,Q27074031,,""
566-28-9,"","","","","",,"",7-ketocholesterol,CHEBI:64294,"",82599,,"","","",,"",,"","",,""
566-48-3,"","","","","",,"",formestane,CHEBI:75172,"",3291,,"","","",,"",11273,"","",,""
566191-87-5,"","","","","",,aminopyralid-potassium,"","","",,,"","","",,"",,"","",,""
566191-89-7,"","","","","",,aminopyralid-tripromine,"","","",,,"","","",,"",,"","",,""
5663-96-7,"","","","","",,"",2-octynoic acid,CHEBI:60295,"",20558,,"","","",,"",21872,2-octynoic acid,Q27127173,,""
56634-95-8,"","","","","",,bromoxynil heptanoate,"","","",55954,,"","","",,"",62119,"","",,""
56646-05-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56681-55-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
567-75-9,"","","","","",,"","","","",,,"","","",,"",3083632,"","",,""
56715-13-0,"","","","","",,"",(R)-atenolol,CHEBI:55352,"",,,"","","",,"",,"","",,""
56716-21-3,"","","","","",,hyquincarb,"","","",,,"","","",,"",,"","",,""
56717-11-4,"","","","","",,piproctanyl bromide,"","","",,,"","","",,"",,"","",,""
5672-32-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5673-07-4,"","","","","",,"","","","",72054,,"","","",,"",79755,"","",,""
56730-92-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56730-93-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56730-94-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56750-76-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56753-81-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56773-42-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56776-27-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56776-28-4,"","","","","",,"","","","",4194,,"","","",,"",,BSB,Q232835,,""
56776-29-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56776-30-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
568-01-4,"","","","","",,"",Melicopine,CHEBI:6735,"",61714,,"","","",,"",68433,Melicopine,Q27107316,,""
56803-37-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56806-74-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5682-46-2,"","","","","",,"","","","",72060,,"","","",,"",79762,2-Ethylbutyrophenone,Q81991141,,""
5683-33-0,"","","","","",,"","","","",20570,,"","","",,"",21885,2-dimethylaminopyridine,Q27252024,,""
5683-59-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5683-74-9,"","","","","",,"",iron tricyanide,CHEBI:31595,"",102945,,"","","",,"",115022,iron tricyanide,Q27114494,,""
56840-61-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
5685-86-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56863-88-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56863-89-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56863-90-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56863-92-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56863-93-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56863-99-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56864-03-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56896-68-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56896-76-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
569-41-5,"","","","","",,"","1,8-dimethylnaphthalene",CHEBI:48610,"",10813,,"","","",,"",11287,"1,8-dimethylnaphthalene",Q27121288,,""
569-64-2,"","","","","",,"",malachite green,CHEBI:72449,"",,,"","","",,"",,"","",,""
569-77-7,"","","","","",,"",purpurogallin,CHEBI:8647,"",,,"","","",,"",,"","",,""
56902-08-0,"","","","","",,"","","","",61428,,"","","",,"",68120,"","",,""
56924-46-0,"","","","","",,"","","","",157608,,"","","",,"",181154,"","",,""
569342-75-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56960-92-0,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56961-05-8,"","","","","",,"","","","",38355,,"","","",,"",42057,"2,6-dichloro-N,N-dimethylaniline",Q27260112,,""
56961-20-7,"","","","","",,"","","","",30412,,"","","",,"",32816,"3,4,5-Trichlorocatechol",Q82002587,,""
56961-75-2,"","","","","",,"","","","",83589,,"","","",,"",92596,"2,3,5-Trichlorobenzaldehyde",Q72510203,,""
56978-14-4,"","","","","",,"",gibberellin A51,CHEBI:29599,"",,,"","","",,"",,"","",,""
5698-39-5,"","","","","",,"","","","",2860371,,"","","",,"",3625611,"","",,""
56985-40-1,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56996-37-3,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56996-66-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56996-78-2,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56996-80-6,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56996-88-4,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56996-89-5,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56996-90-8,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56996-91-9,"","","","","",,"","","","",,,"","","",,"",,"","",,""
56996-94-2,"","","","","",,"","","","",391,,"","","",,"",5362487,Thion,Q32028782,,""
56996-99-7,"","","","","",,"","","","",,,"","","",,"",,"","",,""
57-00-1,"","","","","",,"",creatine,CHEBI:16919,"",,,"","","",,"",,"","",,""
57-06-7,"","","","","",,"",allyl isothiocyanate,CHEBI:73224,"",21105854,,"","","",,"",5971,allyl isothiocyanate,Q419406,,""
57-09-0,"","","","","",,"",cetyltrimethylammonium bromide,CHEBI:3567,"",,,"","","",,"",,"","",,""
57-10-3,"","","","","",,"",hexadecanoic acid,CHEBI:15756,"",960,,"","","",,"",985,"","",,""
57-11-4,"","","","","",,"",octadecanoic acid,CHEBI:28842,"",5091,,"","","",,"",5281,stearic acid,Q209685,,""
57-12-5,"","","","","",,"",cyanide,CHEBI:17514,"",5755,,"","","",,"",5975,Cyanide,Q2353010,,""
57-13-6,"","","","","",,"",urea,CHEBI:16199,"",1143,,"","","",,"",1176,urea,Q48318,,""
57-14-7,"","","","","",,"","1,1-dimethylhydrazine",CHEBI:18853,"",5756,,"","","",,"",5976,"1,1-Dimethylhydrazine",Q21761698,,""
57-15-8,"","","","","",,"",chlorobutanol,CHEBI:134813,"",13842993,,"","","",,"",5977,"","",,""
57-22-7,"","","","","",,"",vincristine,CHEBI:28445,"",,,"","","",,"",,"","",,""
57-24-9,"","","","","",,strychnine,strychnine,CHEBI:28973,"",389877,,"","","",,"",441071,"","",,""
